,subject,parameter,value,IDs
785,26,$\beta$,2.1894088,28
786,27,$\beta$,2.4317617,39
787,28,$\beta$,2.0403798,44
788,29,$\beta$,2.0682323,57
789,30,$\beta$,2.1142282,35
790,31,$\beta$,2.218176,30
791,32,$\beta$,1.5557123,31
792,33,$\beta$,1.6084324,61
793,34,$\beta$,2.3232453,47
794,35,$\beta$,1.9644907,65
795,36,$\beta$,2.429143,52
796,37,$\beta$,1.8643022,62
797,38,$\beta$,2.089691,34
798,39,$\beta$,1.927966,60
799,40,$\beta$,2.0666578,38
800,1,$\beta$,1.7702088,25
801,2,$\beta$,2.2515194,32
802,3,$\beta$,3.2657578,33
803,4,$\beta$,2.8532937,27
804,5,$\beta$,2.7304304,51
805,6,$\beta$,3.1154754,55
806,7,$\beta$,2.3062565,63
807,8,$\beta$,2.2051244,37
808,9,$\beta$,1.896143,50
809,10,$\beta$,1.9817017,42
810,11,$\beta$,2.0787544,56
811,12,$\beta$,2.3825538,49
812,13,$\beta$,2.117747,40
813,14,$\beta$,1.129456,54
814,15,$\beta$,1.823587,66
815,16,$\beta$,2.1981544,67
816,17,$\beta$,2.3797684,46
817,18,$\beta$,1.9813927,24
818,19,$\beta$,2.5187662,23
819,20,$\beta$,3.1533778,43
820,21,$\beta$,2.508649,64
821,22,$\beta$,2.1458676,58
822,23,$\beta$,2.4485776,48
823,24,$\beta$,2.7058477,29
824,25,$\beta$,2.5606675,45
825,26,$\beta$,2.569936,28
826,27,$\beta$,2.514152,39
827,28,$\beta$,3.3210886,44
828,29,$\beta$,2.413396,57
829,30,$\beta$,1.9500519,35
830,31,$\beta$,2.8104222,30
831,32,$\beta$,1.8684576,31
832,33,$\beta$,1.5527847,61
833,34,$\beta$,3.1687717,47
834,35,$\beta$,2.4724936,65
835,36,$\beta$,2.3265927,52
836,37,$\beta$,1.4511806,62
837,38,$\beta$,2.292823,34
838,39,$\beta$,2.0236373,60
839,40,$\beta$,1.9791267,38
840,1,$\beta$,1.8937856,25
841,2,$\beta$,2.656858,32
842,3,$\beta$,2.3941574,33
843,4,$\beta$,2.4826255,27
844,5,$\beta$,2.87348,51
845,6,$\beta$,3.7822773,55
846,7,$\beta$,2.5722113,63
847,8,$\beta$,2.2753706,37
848,9,$\beta$,1.523566,50
849,10,$\beta$,2.1167173,42
850,11,$\beta$,2.0999615,56
851,12,$\beta$,2.3691177,49
852,13,$\beta$,1.7276882,40
853,14,$\beta$,1.3303077,54
854,15,$\beta$,1.8180864,66
855,16,$\beta$,1.9700924,67
856,17,$\beta$,1.947475,46
857,18,$\beta$,2.1130893,24
858,19,$\beta$,3.4141226,23
859,20,$\beta$,2.3510883,43
860,21,$\beta$,2.4534037,64
861,22,$\beta$,1.8455324,58
862,23,$\beta$,2.9579487,48
863,24,$\beta$,2.1028736,29
864,25,$\beta$,2.2299027,45
865,26,$\beta$,2.2034771,28
866,27,$\beta$,2.3283532,39
867,28,$\beta$,2.1862986,44
868,29,$\beta$,2.3378034,57
869,30,$\beta$,2.509467,35
870,31,$\beta$,2.3418508,30
871,32,$\beta$,1.849629,31
872,33,$\beta$,1.5766734,61
873,34,$\beta$,2.4656477,47
874,35,$\beta$,2.1268568,65
875,36,$\beta$,2.055219,52
876,37,$\beta$,2.228648,62
877,38,$\beta$,2.2376266,34
878,39,$\beta$,1.8665205,60
879,40,$\beta$,1.6653341,38
880,1,$\beta$,1.635142,25
881,2,$\beta$,2.2126374,32
882,3,$\beta$,3.1394732,33
883,4,$\beta$,3.3646271,27
884,5,$\beta$,2.9305747,51
885,6,$\beta$,2.8381395,55
886,7,$\beta$,2.732213,63
887,8,$\beta$,1.7871847,37
888,9,$\beta$,1.7686224,50
889,10,$\beta$,2.0084536,42
890,11,$\beta$,2.4241948,56
891,12,$\beta$,2.615522,49
892,13,$\beta$,2.0724387,40
893,14,$\beta$,1.0655408,54
894,15,$\beta$,2.16003,66
895,16,$\beta$,2.4435954,67
896,17,$\beta$,1.7580473,46
897,18,$\beta$,2.4488597,24
898,19,$\beta$,2.5530086,23
899,20,$\beta$,2.4408076,43
900,21,$\beta$,2.6746633,64
901,22,$\beta$,1.9278283,58
902,23,$\beta$,2.5716002,48
903,24,$\beta$,2.2382746,29
904,25,$\beta$,2.3075976,45
905,26,$\beta$,2.6015918,28
906,27,$\beta$,2.2276607,39
907,28,$\beta$,2.4053197,44
908,29,$\beta$,3.0738003,57
909,30,$\beta$,2.5781596,35
910,31,$\beta$,2.5467153,30
911,32,$\beta$,1.8721565,31
912,33,$\beta$,1.4071516,61
913,34,$\beta$,2.6757874,47
914,35,$\beta$,2.044208,65
915,36,$\beta$,1.4539328,52
916,37,$\beta$,2.4685,62
917,38,$\beta$,2.1633697,34
918,39,$\beta$,1.7913706,60
919,40,$\beta$,2.4193182,38
920,1,$\beta$,1.7284805,25
921,2,$\beta$,2.4870899,32
922,3,$\beta$,3.0587368,33
923,4,$\beta$,2.863632,27
924,5,$\beta$,2.960855,51
925,6,$\beta$,3.2890196,55
926,7,$\beta$,2.7473183,63
927,8,$\beta$,2.255972,37
928,9,$\beta$,1.9695655,50
929,10,$\beta$,2.2521276,42
930,11,$\beta$,1.7936727,56
931,12,$\beta$,2.1960626,49
932,13,$\beta$,1.7318974,40
933,14,$\beta$,1.3410581,54
934,15,$\beta$,1.8597256,66
935,16,$\beta$,2.260681,67
936,17,$\beta$,2.2056663,46
937,18,$\beta$,2.5768807,24
938,19,$\beta$,2.9367626,23
939,20,$\beta$,2.7336586,43
940,21,$\beta$,2.2734668,64
941,22,$\beta$,2.006684,58
942,23,$\beta$,2.1261764,48
943,24,$\beta$,2.6051428,29
944,25,$\beta$,2.3665075,45
945,26,$\beta$,2.2457235,28
946,27,$\beta$,2.2763436,39
947,28,$\beta$,2.3723762,44
948,29,$\beta$,2.2860005,57
949,30,$\beta$,2.1713843,35
950,31,$\beta$,2.5482688,30
951,32,$\beta$,1.7045308,31
952,33,$\beta$,1.7236296,61
953,34,$\beta$,2.353717,47
954,35,$\beta$,2.405914,65
955,36,$\beta$,1.7554828,52
956,37,$\beta$,2.390666,62
957,38,$\beta$,2.8740156,34
958,39,$\beta$,1.6318679,60
959,40,$\beta$,1.842525,38
960,1,$\beta$,1.5863086,25
961,2,$\beta$,2.4910555,32
962,3,$\beta$,3.2269375,33
963,4,$\beta$,2.7285838,27
964,5,$\beta$,2.4519417,51
965,6,$\beta$,4.1909237,55
966,7,$\beta$,3.5668895,63
967,8,$\beta$,2.2432985,37
968,9,$\beta$,1.8386428,50
969,10,$\beta$,2.6929944,42
970,11,$\beta$,1.3584696,56
971,12,$\beta$,2.4077356,49
972,13,$\beta$,1.4385614,40
973,14,$\beta$,0.91894215,54
974,15,$\beta$,1.646509,66
975,16,$\beta$,2.1803408,67
976,17,$\beta$,2.17925,46
977,18,$\beta$,2.2431872,24
978,19,$\beta$,3.0570288,23
979,20,$\beta$,2.8325207,43
980,21,$\beta$,2.2776227,64
981,22,$\beta$,2.680851,58
982,23,$\beta$,2.9783485,48
983,24,$\beta$,2.8804476,29
984,25,$\beta$,1.9929098,45
985,26,$\beta$,2.007312,28
986,27,$\beta$,2.3422456,39
987,28,$\beta$,1.9936265,44
988,29,$\beta$,2.4900846,57
989,30,$\beta$,2.0070536,35
990,31,$\beta$,2.6798959,30
991,32,$\beta$,1.7186583,31
992,33,$\beta$,1.9961634,61
993,34,$\beta$,2.692373,47
994,35,$\beta$,2.4677098,65
995,36,$\beta$,2.162472,52
996,37,$\beta$,2.2255166,62
997,38,$\beta$,3.320205,34
998,39,$\beta$,1.2459412,60
999,40,$\beta$,2.1402361,38
1000,1,$\beta$,1.5810994,25
1001,2,$\beta$,2.681414,32
1002,3,$\beta$,2.5203955,33
1003,4,$\beta$,2.365968,27
1004,5,$\beta$,2.1151342,51
1005,6,$\beta$,3.509557,55
1006,7,$\beta$,2.203406,63
1007,8,$\beta$,2.1648715,37
1008,9,$\beta$,1.7004356,50
1009,10,$\beta$,1.7583548,42
1010,11,$\beta$,1.6617405,56
1011,12,$\beta$,2.1772459,49
1012,13,$\beta$,1.5937123,40
1013,14,$\beta$,1.2406512,54
1014,15,$\beta$,1.7787199,66
1015,16,$\beta$,1.8040086,67
1016,17,$\beta$,1.8014987,46
1017,18,$\beta$,2.3959894,24
1018,19,$\beta$,2.566171,23
1019,20,$\beta$,2.4270067,43
1020,21,$\beta$,2.383965,64
1021,22,$\beta$,1.9420553,58
1022,23,$\beta$,2.6961668,48
1023,24,$\beta$,2.5824015,29
1024,25,$\beta$,2.3223796,45
1025,26,$\beta$,2.6658616,28
1026,27,$\beta$,1.7598617,39
1027,28,$\beta$,2.6527135,44
1028,29,$\beta$,2.274886,57
1029,30,$\beta$,2.0620375,35
1030,31,$\beta$,2.3268054,30
1031,32,$\beta$,1.5703423,31
1032,33,$\beta$,1.9764353,61
1033,34,$\beta$,2.4086845,47
1034,35,$\beta$,2.583027,65
1035,36,$\beta$,2.0346053,52
1036,37,$\beta$,2.1855526,62
1037,38,$\beta$,2.1640599,34
1038,39,$\beta$,1.5490953,60
1039,40,$\beta$,2.3388271,38
1040,1,$\beta$,1.7355858,25
1041,2,$\beta$,2.0850317,32
1042,3,$\beta$,2.942743,33
1043,4,$\beta$,1.9448768,27
1044,5,$\beta$,2.1032548,51
1045,6,$\beta$,3.1572156,55
1046,7,$\beta$,2.4722116,63
1047,8,$\beta$,2.0318618,37
1048,9,$\beta$,1.4623439,50
1049,10,$\beta$,2.1504657,42
1050,11,$\beta$,1.7965988,56
1051,12,$\beta$,2.521542,49
1052,13,$\beta$,1.6365868,40
1053,14,$\beta$,1.1066,54
1054,15,$\beta$,1.7576444,66
1055,16,$\beta$,2.237437,67
1056,17,$\beta$,2.5151644,46
1057,18,$\beta$,2.3589406,24
1058,19,$\beta$,2.17553,23
1059,20,$\beta$,2.6374547,43
1060,21,$\beta$,3.1706784,64
1061,22,$\beta$,1.9876455,58
1062,23,$\beta$,2.3400218,48
1063,24,$\beta$,2.4261544,29
1064,25,$\beta$,2.4685292,45
1065,26,$\beta$,2.339566,28
1066,27,$\beta$,2.738194,39
1067,28,$\beta$,1.9696354,44
1068,29,$\beta$,3.1189568,57
1069,30,$\beta$,2.31025,35
1070,31,$\beta$,2.9358692,30
1071,32,$\beta$,1.7184416,31
1072,33,$\beta$,1.0650371,61
1073,34,$\beta$,2.9435685,47
1074,35,$\beta$,2.3991134,65
1075,36,$\beta$,2.4178326,52
1076,37,$\beta$,2.1188483,62
1077,38,$\beta$,3.27394,34
1078,39,$\beta$,1.7503219,60
1079,40,$\beta$,2.378292,38
1080,1,$\beta$,1.4190269,25
1081,2,$\beta$,1.7635792,32
1082,3,$\beta$,2.8172338,33
1083,4,$\beta$,3.2586932,27
1084,5,$\beta$,3.2289524,51
1085,6,$\beta$,3.82812,55
1086,7,$\beta$,2.971302,63
1087,8,$\beta$,2.090586,37
1088,9,$\beta$,1.4076325,50
1089,10,$\beta$,2.3306463,42
1090,11,$\beta$,2.1280184,56
1091,12,$\beta$,2.301839,49
1092,13,$\beta$,1.7402635,40
1093,14,$\beta$,1.0147998,54
1094,15,$\beta$,2.1447208,66
1095,16,$\beta$,2.2247584,67
1096,17,$\beta$,2.6699946,46
1097,18,$\beta$,1.906084,24
1098,19,$\beta$,2.9860206,23
1099,20,$\beta$,2.3093174,43
1100,21,$\beta$,2.165349,64
1101,22,$\beta$,2.020985,58
1102,23,$\beta$,2.8060517,48
1103,24,$\beta$,2.361287,29
1104,25,$\beta$,2.5478008,45
1105,26,$\beta$,2.5847418,28
1106,27,$\beta$,2.091987,39
1107,28,$\beta$,1.9904763,44
1108,29,$\beta$,2.6765208,57
1109,30,$\beta$,2.5558407,35
1110,31,$\beta$,2.862485,30
1111,32,$\beta$,1.4857812,31
1112,33,$\beta$,1.7849641,61
1113,34,$\beta$,2.5794005,47
1114,35,$\beta$,2.6284175,65
1115,36,$\beta$,2.0034072,52
1116,37,$\beta$,1.9090828,62
1117,38,$\beta$,2.9254856,34
1118,39,$\beta$,2.0784805,60
1119,40,$\beta$,2.3783023,38
1120,1,$\beta$,1.7278317,25
1121,2,$\beta$,2.2673156,32
1122,3,$\beta$,2.4330566,33
1123,4,$\beta$,2.4662263,27
1124,5,$\beta$,2.5122604,51
1125,6,$\beta$,4.17741,55
1126,7,$\beta$,2.8753612,63
1127,8,$\beta$,1.9817173,37
1128,9,$\beta$,1.9525397,50
1129,10,$\beta$,2.141446,42
1130,11,$\beta$,2.0928233,56
1131,12,$\beta$,1.936259,49
1132,13,$\beta$,1.8739516,40
1133,14,$\beta$,1.3168681,54
1134,15,$\beta$,2.4408643,66
1135,16,$\beta$,2.3888373,67
1136,17,$\beta$,2.2926102,46
1137,18,$\beta$,2.1474433,24
1138,19,$\beta$,2.3388972,23
1139,20,$\beta$,2.847005,43
1140,21,$\beta$,1.822954,64
1141,22,$\beta$,2.5236826,58
1142,23,$\beta$,3.017565,48
1143,24,$\beta$,3.8028674,29
1144,25,$\beta$,2.5837731,45
1145,26,$\beta$,2.4026515,28
1146,27,$\beta$,2.9711,39
1147,28,$\beta$,2.8359554,44
1148,29,$\beta$,2.5842776,57
1149,30,$\beta$,2.3481202,35
1150,31,$\beta$,2.0532072,30
1151,32,$\beta$,1.5043083,31
1152,33,$\beta$,1.717295,61
1153,34,$\beta$,2.147329,47
1154,35,$\beta$,2.5273952,65
1155,36,$\beta$,2.1263363,52
1156,37,$\beta$,2.2596319,62
1157,38,$\beta$,2.575182,34
1158,39,$\beta$,1.7907693,60
1159,40,$\beta$,1.7717332,38
1160,1,$\beta$,1.4802812,25
1161,2,$\beta$,2.5122075,32
1162,3,$\beta$,3.0495405,33
1163,4,$\beta$,2.5784144,27
1164,5,$\beta$,2.4017568,51
1165,6,$\beta$,3.3087177,55
1166,7,$\beta$,3.2066073,63
1167,8,$\beta$,1.7256291,37
1168,9,$\beta$,1.4650762,50
1169,10,$\beta$,1.7214937,42
1170,11,$\beta$,1.6183939,56
1171,12,$\beta$,1.7381694,49
1172,13,$\beta$,1.7824911,40
1173,14,$\beta$,0.9103922,54
1174,15,$\beta$,2.0210197,66
1175,16,$\beta$,2.3270786,67
1176,17,$\beta$,1.7590687,46
1177,18,$\beta$,2.6360419,24
1178,19,$\beta$,2.5625472,23
1179,20,$\beta$,2.9176266,43
1180,21,$\beta$,2.1176205,64
1181,22,$\beta$,2.19475,58
1182,23,$\beta$,2.5272567,48
1183,24,$\beta$,3.315829,29
1184,25,$\beta$,2.2731864,45
1185,26,$\beta$,2.427795,28
1186,27,$\beta$,2.5137718,39
1187,28,$\beta$,1.9609065,44
1188,29,$\beta$,2.4894452,57
1189,30,$\beta$,2.1680777,35
1190,31,$\beta$,2.205984,30
1191,32,$\beta$,1.972629,31
1192,33,$\beta$,1.8477197,61
1193,34,$\beta$,2.2991755,47
1194,35,$\beta$,2.1028218,65
1195,36,$\beta$,2.5805235,52
1196,37,$\beta$,2.2129998,62
1197,38,$\beta$,3.111966,34
1198,39,$\beta$,2.0610168,60
1199,40,$\beta$,2.1786897,38
1200,1,$\beta$,1.6967361,25
1201,2,$\beta$,2.289873,32
1202,3,$\beta$,2.8553596,33
1203,4,$\beta$,2.604044,27
1204,5,$\beta$,3.0003946,51
1205,6,$\beta$,3.6071851,55
1206,7,$\beta$,2.1412919,63
1207,8,$\beta$,2.0771937,37
1208,9,$\beta$,1.5905702,50
1209,10,$\beta$,2.458169,42
1210,11,$\beta$,1.8982519,56
1211,12,$\beta$,2.4064813,49
1212,13,$\beta$,1.7290316,40
1213,14,$\beta$,1.2351539,54
1214,15,$\beta$,2.3484926,66
1215,16,$\beta$,2.3833947,67
1216,17,$\beta$,2.474676,46
1217,18,$\beta$,2.0096612,24
1218,19,$\beta$,3.1463802,23
1219,20,$\beta$,3.10362,43
1220,21,$\beta$,2.6073394,64
1221,22,$\beta$,2.2196085,58
1222,23,$\beta$,2.5312617,48
1223,24,$\beta$,2.2220628,29
1224,25,$\beta$,2.3398488,45
1225,26,$\beta$,1.5994735,28
1226,27,$\beta$,2.010268,39
1227,28,$\beta$,2.3973186,44
1228,29,$\beta$,2.1034522,57
1229,30,$\beta$,2.688433,35
1230,31,$\beta$,2.7421474,30
1231,32,$\beta$,1.5920463,31
1232,33,$\beta$,1.5032337,61
1233,34,$\beta$,2.1191666,47
1234,35,$\beta$,2.3580897,65
1235,36,$\beta$,2.4445853,52
1236,37,$\beta$,3.0739532,62
1237,38,$\beta$,2.5228102,34
1238,39,$\beta$,2.1222637,60
1239,40,$\beta$,1.8559207,38
1240,1,$\beta$,2.0193262,25
1241,2,$\beta$,2.3935363,32
1242,3,$\beta$,3.045156,33
1243,4,$\beta$,2.5451846,27
1244,5,$\beta$,2.906608,51
1245,6,$\beta$,3.0026267,55
1246,7,$\beta$,2.6484432,63
1247,8,$\beta$,1.9944621,37
1248,9,$\beta$,1.8762428,50
1249,10,$\beta$,2.2053711,42
1250,11,$\beta$,2.0614812,56
1251,12,$\beta$,1.7197956,49
1252,13,$\beta$,2.026921,40
1253,14,$\beta$,1.2811902,54
1254,15,$\beta$,1.7932947,66
1255,16,$\beta$,2.8207154,67
1256,17,$\beta$,2.2550216,46
1257,18,$\beta$,2.8426392,24
1258,19,$\beta$,2.7936678,23
1259,20,$\beta$,2.9990525,43
1260,21,$\beta$,2.7361443,64
1261,22,$\beta$,2.5105326,58
1262,23,$\beta$,3.9764643,48
1263,24,$\beta$,3.80861,29
1264,25,$\beta$,2.983142,45
1265,26,$\beta$,1.9693398,28
1266,27,$\beta$,2.1436608,39
1267,28,$\beta$,1.954172,44
1268,29,$\beta$,2.633133,57
1269,30,$\beta$,2.666621,35
1270,31,$\beta$,2.7562573,30
1271,32,$\beta$,1.6210134,31
1272,33,$\beta$,1.2173144,61
1273,34,$\beta$,2.6932893,47
1274,35,$\beta$,2.4576442,65
1275,36,$\beta$,1.9970587,52
1276,37,$\beta$,2.234232,62
1277,38,$\beta$,3.0584521,34
1278,39,$\beta$,1.493339,60
1279,40,$\beta$,2.109757,38
1280,1,$\beta$,1.510126,25
1281,2,$\beta$,2.5566392,32
1282,3,$\beta$,2.293287,33
1283,4,$\beta$,2.4924345,27
1284,5,$\beta$,2.4680636,51
1285,6,$\beta$,3.3784394,55
1286,7,$\beta$,3.0321603,63
1287,8,$\beta$,1.9554956,37
1288,9,$\beta$,1.6564922,50
1289,10,$\beta$,1.8791257,42
1290,11,$\beta$,2.00288,56
1291,12,$\beta$,2.5644732,49
1292,13,$\beta$,1.6535782,40
1293,14,$\beta$,1.6366166,54
1294,15,$\beta$,1.7884524,66
1295,16,$\beta$,2.023988,67
1296,17,$\beta$,2.4945483,46
1297,18,$\beta$,2.2837932,24
1298,19,$\beta$,2.7746308,23
1299,20,$\beta$,2.062865,43
1300,21,$\beta$,1.8481162,64
1301,22,$\beta$,2.3323736,58
1302,23,$\beta$,2.9972653,48
1303,24,$\beta$,2.985,29
1304,25,$\beta$,1.9947563,45
1305,26,$\beta$,2.2499175,28
1306,27,$\beta$,2.4550388,39
1307,28,$\beta$,2.4967382,44
1308,29,$\beta$,2.840347,57
1309,30,$\beta$,2.4674094,35
1310,31,$\beta$,3.0128872,30
1311,32,$\beta$,1.9109988,31
1312,33,$\beta$,1.840747,61
1313,34,$\beta$,3.201944,47
1314,35,$\beta$,2.0286453,65
1315,36,$\beta$,1.9396887,52
1316,37,$\beta$,1.9575222,62
1317,38,$\beta$,2.2114718,34
1318,39,$\beta$,1.8057523,60
1319,40,$\beta$,2.571475,38
1320,1,$\beta$,1.5716591,25
1321,2,$\beta$,3.0240304,32
1322,3,$\beta$,3.1641345,33
1323,4,$\beta$,3.184364,27
1324,5,$\beta$,1.9401165,51
1325,6,$\beta$,3.9643967,55
1326,7,$\beta$,2.677256,63
1327,8,$\beta$,2.0350943,37
1328,9,$\beta$,2.2272823,50
1329,10,$\beta$,1.9780308,42
1330,11,$\beta$,1.898699,56
1331,12,$\beta$,2.4663093,49
1332,13,$\beta$,1.7533072,40
1333,14,$\beta$,1.157115,54
1334,15,$\beta$,1.5270326,66
1335,16,$\beta$,2.8864741,67
1336,17,$\beta$,2.7959943,46
1337,18,$\beta$,1.9639165,24
1338,19,$\beta$,2.4504082,23
1339,20,$\beta$,3.2917368,43
1340,21,$\beta$,2.6622188,64
1341,22,$\beta$,2.4216433,58
1342,23,$\beta$,2.198754,48
1343,24,$\beta$,2.8337777,29
1344,25,$\beta$,1.7926348,45
1345,26,$\beta$,1.8812519,28
1346,27,$\beta$,2.2416317,39
1347,28,$\beta$,2.1245356,44
1348,29,$\beta$,3.0340319,57
1349,30,$\beta$,2.002598,35
1350,31,$\beta$,3.301601,30
1351,32,$\beta$,1.431734,31
1352,33,$\beta$,1.3505887,61
1353,34,$\beta$,2.6420462,47
1354,35,$\beta$,2.1624026,65
1355,36,$\beta$,2.0275788,52
1356,37,$\beta$,2.2690084,62
1357,38,$\beta$,2.1775582,34
1358,39,$\beta$,1.645994,60
1359,40,$\beta$,2.4564676,38
1360,1,$\beta$,1.5901207,25
1361,2,$\beta$,2.0538337,32
1362,3,$\beta$,2.17837,33
1363,4,$\beta$,2.923214,27
1364,5,$\beta$,2.8125663,51
1365,6,$\beta$,3.035159,55
1366,7,$\beta$,2.729782,63
1367,8,$\beta$,1.5804511,37
1368,9,$\beta$,1.8637396,50
1369,10,$\beta$,2.2759078,42
1370,11,$\beta$,1.7279829,56
1371,12,$\beta$,2.4257953,49
1372,13,$\beta$,1.6157537,40
1373,14,$\beta$,1.2655861,54
1374,15,$\beta$,1.9376634,66
1375,16,$\beta$,2.3752856,67
1376,17,$\beta$,2.4112442,46
1377,18,$\beta$,2.587556,24
1378,19,$\beta$,2.5621314,23
1379,20,$\beta$,2.9466789,43
1380,21,$\beta$,1.9299215,64
1381,22,$\beta$,2.5163362,58
1382,23,$\beta$,2.0147026,48
1383,24,$\beta$,2.8426044,29
1384,25,$\beta$,2.3264868,45
1385,26,$\beta$,2.0494578,28
1386,27,$\beta$,2.326046,39
1387,28,$\beta$,2.4899714,44
1388,29,$\beta$,2.7832282,57
1389,30,$\beta$,2.1936853,35
1390,31,$\beta$,2.5615945,30
1391,32,$\beta$,2.1919477,31
1392,33,$\beta$,1.3894839,61
1393,34,$\beta$,2.303618,47
1394,35,$\beta$,2.2892995,65
1395,36,$\beta$,2.1734035,52
1396,37,$\beta$,2.1781871,62
1397,38,$\beta$,2.7265706,34
1398,39,$\beta$,1.6714162,60
1399,40,$\beta$,2.1720006,38
1400,1,$\beta$,1.6294982,25
1401,2,$\beta$,2.2428572,32
1402,3,$\beta$,2.7320013,33
1403,4,$\beta$,2.5624938,27
1404,5,$\beta$,3.2148535,51
1405,6,$\beta$,2.8491218,55
1406,7,$\beta$,3.674007,63
1407,8,$\beta$,1.8495284,37
1408,9,$\beta$,1.5176911,50
1409,10,$\beta$,2.880448,42
1410,11,$\beta$,1.2801676,56
1411,12,$\beta$,2.384053,49
1412,13,$\beta$,1.5811139,40
1413,14,$\beta$,0.7674178,54
1414,15,$\beta$,1.648152,66
1415,16,$\beta$,2.30745,67
1416,17,$\beta$,2.2205255,46
1417,18,$\beta$,1.6188298,24
1418,19,$\beta$,2.5131986,23
1419,20,$\beta$,2.0065048,43
1420,21,$\beta$,2.0454175,64
1421,22,$\beta$,2.0878055,58
1422,23,$\beta$,2.8740125,48
1423,24,$\beta$,3.1123896,29
1424,25,$\beta$,2.9823055,45
1425,26,$\beta$,2.2512429,28
1426,27,$\beta$,2.7771673,39
1427,28,$\beta$,2.201526,44
1428,29,$\beta$,2.0214646,57
1429,30,$\beta$,2.285221,35
1430,31,$\beta$,2.9271295,30
1431,32,$\beta$,1.4096708,31
1432,33,$\beta$,1.9589813,61
1433,34,$\beta$,2.3328762,47
1434,35,$\beta$,2.2098465,65
1435,36,$\beta$,2.0652966,52
1436,37,$\beta$,2.0171673,62
1437,38,$\beta$,2.306189,34
1438,39,$\beta$,1.7589477,60
1439,40,$\beta$,1.9996569,38
1440,1,$\beta$,1.9424239,25
1441,2,$\beta$,1.9975076,32
1442,3,$\beta$,3.1180863,33
1443,4,$\beta$,3.7295115,27
1444,5,$\beta$,4.0381136,51
1445,6,$\beta$,5.1925983,55
1446,7,$\beta$,4.4101624,63
1447,8,$\beta$,1.8285141,37
1448,9,$\beta$,1.3715123,50
1449,10,$\beta$,1.8994336,42
1450,11,$\beta$,1.3178943,56
1451,12,$\beta$,2.4927711,49
1452,13,$\beta$,2.0074506,40
1453,14,$\beta$,1.0538266,54
1454,15,$\beta$,2.155105,66
1455,16,$\beta$,2.0536048,67
1456,17,$\beta$,2.0448525,46
1457,18,$\beta$,2.3620062,24
1458,19,$\beta$,2.2844076,23
1459,20,$\beta$,2.9809182,43
1460,21,$\beta$,3.2101936,64
1461,22,$\beta$,1.51186,58
1462,23,$\beta$,2.078309,48
1463,24,$\beta$,3.837327,29
1464,25,$\beta$,2.4134004,45
1465,26,$\beta$,2.0874114,28
1466,27,$\beta$,1.8770518,39
1467,28,$\beta$,2.7932906,44
1468,29,$\beta$,3.2185686,57
1469,30,$\beta$,3.264694,35
1470,31,$\beta$,2.5162687,30
1471,32,$\beta$,2.3597622,31
1472,33,$\beta$,1.75797,61
1473,34,$\beta$,2.4270315,47
1474,35,$\beta$,2.1250067,65
1475,36,$\beta$,2.1051471,52
1476,37,$\beta$,1.912173,62
1477,38,$\beta$,2.6175015,34
1478,39,$\beta$,1.6888616,60
1479,40,$\beta$,1.7774092,38
1480,1,$\beta$,1.6448035,25
1481,2,$\beta$,2.607848,32
1482,3,$\beta$,2.9410708,33
1483,4,$\beta$,2.733711,27
1484,5,$\beta$,2.8176782,51
1485,6,$\beta$,3.207996,55
1486,7,$\beta$,2.684938,63
1487,8,$\beta$,1.6415254,37
1488,9,$\beta$,1.6788393,50
1489,10,$\beta$,2.6115005,42
1490,11,$\beta$,1.660184,56
1491,12,$\beta$,2.3248746,49
1492,13,$\beta$,1.559456,40
1493,14,$\beta$,1.0306841,54
1494,15,$\beta$,1.7106186,66
1495,16,$\beta$,1.9941351,67
1496,17,$\beta$,1.6278028,46
1497,18,$\beta$,2.0255551,24
1498,19,$\beta$,2.390897,23
1499,20,$\beta$,2.3882005,43
1500,21,$\beta$,1.98188,64
1501,22,$\beta$,2.3784096,58
1502,23,$\beta$,2.5349944,48
1503,24,$\beta$,3.1499777,29
1504,25,$\beta$,2.406893,45
1505,26,$\beta$,2.376637,28
1506,27,$\beta$,1.9227375,39
1507,28,$\beta$,2.0121226,44
1508,29,$\beta$,2.7321568,57
1509,30,$\beta$,1.9238051,35
1510,31,$\beta$,3.341892,30
1511,32,$\beta$,1.3861011,31
1512,33,$\beta$,1.3217508,61
1513,34,$\beta$,2.1168308,47
1514,35,$\beta$,1.8132037,65
1515,36,$\beta$,1.7417697,52
1516,37,$\beta$,1.9276105,62
1517,38,$\beta$,2.121292,34
1518,39,$\beta$,2.0499496,60
1519,40,$\beta$,1.9294056,38
1520,1,$\beta$,1.757624,25
1521,2,$\beta$,2.6671789,32
1522,3,$\beta$,2.9257753,33
1523,4,$\beta$,2.7103095,27
1524,5,$\beta$,2.1306834,51
1525,6,$\beta$,4.874762,55
1526,7,$\beta$,3.5582483,63
1527,8,$\beta$,1.6981854,37
1528,9,$\beta$,1.6809033,50
1529,10,$\beta$,2.21641,42
1530,11,$\beta$,2.0240967,56
1531,12,$\beta$,2.1885865,49
1532,13,$\beta$,1.4832153,40
1533,14,$\beta$,1.2215656,54
1534,15,$\beta$,1.8765411,66
1535,16,$\beta$,2.2706993,67
1536,17,$\beta$,2.247278,46
1537,18,$\beta$,1.7318797,24
1538,19,$\beta$,2.2570732,23
1539,20,$\beta$,2.8967535,43
1540,21,$\beta$,2.4443305,64
